Contig	Contig_ID	ORF	ORF_ID	ARG	ARG_SNPs	AMR_category	AMR_sub_class	Resistance_mechanism	Database	MGE_prediction	genome_name	newgenome_name
NODE_9_length_210928_cov_8.829854	0000000009	9_2	0000002280	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	SRR12535137	SRR12535137
NODE_1_length_654379_cov_13.743703	0000000001	1_278	0000000278	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	ambiguous (phage/chromosome)	SRR12535138	SRR12535138
NODE_1_length_654379_cov_13.743703	0000000001	1_281	0000000281	EFRA	n/a	multidrug	fluoroquinolone antibiotic;macrolide antibiotic;rifamycin antibiotic	antibiotic efflux	DeepARG	ambiguous (phage/chromosome)	SRR12535138	SRR12535138
NODE_1_length_654379_cov_13.743703	0000000001	1_493	0000000493	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	ambiguous (phage/chromosome)	SRR12535138	SRR12535138
NODE_1_length_654379_cov_13.743703	0000000001	1_519	0000000519	VANR	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	ambiguous (phage/chromosome)	SRR12535138	SRR12535138
NODE_11_length_173715_cov_14.479284	0000000011	11_115	0000003117	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	SRR12535138	SRR12535138
NODE_16_length_104484_cov_12.152477	0000000016	16_26	0000003725	LNUA	n/a	MLS	lincosamide antibiotic	antibiotic inactivation	DeepARG	chromosome	SRR12535138	SRR12535138
NODE_19_length_70866_cov_13.292187	0000000019	19_12	0000004009	LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	n/a	MLS	lincosamide antibiotic	antibiotic target alteration	DeepARG	chromosome	SRR12535138	SRR12535138
NODE_2_length_413642_cov_14.145298	0000000002	2_349	0000000970	TETM	n/a	tetracycline	tetracycline antibiotic	antibiotic target protection	DeepARG/RGI	ambiguous (phage/chromosome)	SRR12535138	SRR12535138
NODE_4_length_328128_cov_14.534715	0000000004	4_49	0000001434	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	SRR12535138	SRR12535138
NODE_5_length_254197_cov_14.158633	0000000005	5_11	0000001718	VANRI	n/a	glycopeptide	glycopeptide antibiotic	antibiotic target alteration	DeepARG	chromosome	SRR12535138	SRR12535138
NODE_13_length_162913_cov_14.243203	0000000013	13_130	0000003690	VANR	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	SRR12535142	SRR12535142
NODE_17_length_35371_cov_14.180031	0000000017	17_38	0000003938	EFRA	n/a	multidrug	fluoroquinolone antibiotic;macrolide antibiotic;rifamycin antibiotic	antibiotic efflux	DeepARG	chromosome	SRR12535142	SRR12535142
NODE_2_length_381755_cov_13.704901	0000000002	2_263	0000000937	LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	n/a	MLS	lincosamide antibiotic	antibiotic target alteration	DeepARG	ambiguous (phage/chromosome)	SRR12535142	SRR12535142
NODE_4_length_346038_cov_14.311152	0000000004	4_255	0000001672	VANRI	n/a	glycopeptide	glycopeptide antibiotic	antibiotic target alteration	DeepARG	ambiguous (phage/chromosome)	SRR12535142	SRR12535142
NODE_4_length_346038_cov_14.311152	0000000004	4_56	0000001473	MCR-4.4	n/a	peptide	peptide antibiotic	antibiotic target alteration	RGI	ambiguous (phage/chromosome)	SRR12535142	SRR12535142
NODE_6_length_270417_cov_14.723353	0000000006	6_30	0000002098	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	SRR12535142	SRR12535142
NODE_7_length_255488_cov_12.207547	0000000007	7_27	0000002366	LNUA	n/a	MLS	lincosamide antibiotic	antibiotic inactivation	DeepARG	chromosome	SRR12535142	SRR12535142
NODE_9_length_215325_cov_13.062826	0000000009	9_98	0000002928	VANU	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	ambiguous (phage/chromosome)	SRR12535142	SRR12535142
NODE_13_length_73473_cov_15.574183	0000000013	13_45	0000003798	LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	n/a	MLS	lincosamide antibiotic	antibiotic target alteration	DeepARG	chromosome	SRR12535147	SRR12535147
NODE_2_length_519755_cov_16.390604	0000000002	2_114	0000000591	VANRI	n/a	glycopeptide	glycopeptide antibiotic	antibiotic target alteration	DeepARG	ambiguous (phage/chromosome)	SRR12535147	SRR12535147
NODE_2_length_519755_cov_16.390604	0000000002	2_114	0000000591	VANRI	n/a	glycopeptide	glycopeptide antibiotic	antibiotic target alteration	DeepARG	ambiguous (phage/chromosome)	SRR12535147	SRR12535147
NODE_2_length_519755_cov_16.390604	0000000002	2_313	0000000790	MCR-4.4	n/a	peptide	peptide antibiotic	antibiotic target alteration	RGI	ambiguous (phage/chromosome)	SRR12535147	SRR12535147
NODE_2_length_519755_cov_16.390604	0000000002	2_313	0000000790	MCR-4.4	n/a	peptide	peptide antibiotic	antibiotic target alteration	RGI	ambiguous (phage/chromosome)	SRR12535147	SRR12535147
NODE_3_length_450951_cov_15.351192	0000000003	3_314	0000001317	VANU	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	ambiguous (phage/chromosome)	SRR12535147	SRR12535147
NODE_4_length_426459_cov_15.900814	0000000004	4_280	0000001701	VANR	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	SRR12535147	SRR12535147
NODE_4_length_426459_cov_15.900814	0000000004	4_3	0000001424	EFRA	n/a	multidrug	fluoroquinolone antibiotic;macrolide antibiotic;rifamycin antibiotic	antibiotic efflux	DeepARG	chromosome	SRR12535147	SRR12535147
NODE_7_length_270289_cov_16.881493	0000000007	7_30	0000002560	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	SRR12535147	SRR12535147
NODE_8_length_255488_cov_14.967514	0000000008	8_27	0000002828	LNUA	n/a	MLS	lincosamide antibiotic	antibiotic inactivation	DeepARG	chromosome	SRR12535147	SRR12535147
NODE_1_length_540378_cov_15.591784	0000000001	1_384	0000000384	TETO	n/a	tetracycline	tetracycline antibiotic	antibiotic target protection	DeepARG/RGI	ambiguous (phage/chromosome)	SRR12535148	SRR12535148
NODE_1_length_540378_cov_15.591784	0000000001	1_439	0000000439	VANRI	n/a	glycopeptide	glycopeptide antibiotic	antibiotic target alteration	DeepARG	ambiguous (phage/chromosome)	SRR12535148	SRR12535148
NODE_11_length_150519_cov_16.683321	0000000011	11_88	0000002574	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	SRR12535148	SRR12535148
NODE_16_length_104483_cov_13.305780	0000000016	16_85	0000003186	LNUA	n/a	MLS	lincosamide antibiotic	antibiotic inactivation	DeepARG	chromosome	SRR12535148	SRR12535148
NODE_2_length_317008_cov_16.666632	0000000002	2_284	0000000820	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	SRR12535148	SRR12535148
NODE_23_length_70534_cov_14.134319	0000000023	23_12	0000003769	LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	n/a	MLS	lincosamide antibiotic	antibiotic target alteration	DeepARG	chromosome	SRR12535148	SRR12535148
NODE_29_length_45478_cov_15.151132	0000000029	29_46	0000004162	EFRA	n/a	multidrug	fluoroquinolone antibiotic;macrolide antibiotic;rifamycin antibiotic	antibiotic efflux	DeepARG	chromosome	SRR12535148	SRR12535148
NODE_5_length_201134_cov_14.799658	0000000005	5_137	0000001528	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	SRR12535148	SRR12535148
NODE_5_length_201134_cov_14.799658	0000000005	5_163	0000001554	VANR	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	SRR12535148	SRR12535148
NODE_1_length_440223_cov_13.912755	0000000001	1_298	0000000298	TETO	n/a	tetracycline	tetracycline antibiotic	antibiotic target protection	DeepARG/RGI	ambiguous (phage/chromosome)	SRR12535149	SRR12535149
NODE_1_length_440223_cov_13.912755	0000000001	1_353	0000000353	VANRI	n/a	glycopeptide	glycopeptide antibiotic	antibiotic target alteration	DeepARG	ambiguous (phage/chromosome)	SRR12535149	SRR12535149
NODE_14_length_123956_cov_14.383642	0000000014	14_3	0000002930	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	SRR12535149	SRR12535149
NODE_15_length_104481_cov_11.696475	0000000015	15_26	0000003076	LNUA	n/a	MLS	lincosamide antibiotic	antibiotic inactivation	DeepARG	chromosome	SRR12535149	SRR12535149
NODE_2_length_317008_cov_15.151205	0000000002	2_284	0000000734	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	SRR12535149	SRR12535149
NODE_25_length_70872_cov_12.853502	0000000025	25_54	0000003999	LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	n/a	MLS	lincosamide antibiotic	antibiotic target alteration	DeepARG	chromosome	SRR12535149	SRR12535149
NODE_4_length_246999_cov_13.459153	0000000004	4_186	0000001249	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	SRR12535149	SRR12535149
NODE_4_length_246999_cov_13.459153	0000000004	4_212	0000001275	VANR	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	SRR12535149	SRR12535149
NODE_4_length_246999_cov_13.459153	0000000004	4_4	0000001067	EFRA	n/a	multidrug	fluoroquinolone antibiotic;macrolide antibiotic;rifamycin antibiotic	antibiotic efflux	DeepARG	chromosome	SRR12535149	SRR12535149
NODE_14_length_102331_cov_9.616101	0000000014	14_86	0000002103	VANR	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	SRR12535150	SRR12535150
NODE_15_length_92462_cov_9.682298	0000000015	15_42	0000002149	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	SRR12535150	SRR12535150
NODE_150_length_545_cov_19.452153	0000000150	150_2	0000004805	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	phage	SRR12535150	SRR12535150
NODE_2_length_185962_cov_9.511518	0000000002	2_13	0000000218	VANRI	n/a	glycopeptide	glycopeptide antibiotic	antibiotic target alteration	DeepARG	chromosome	SRR12535150	SRR12535150
NODE_36_length_46235_cov_8.966188	0000000036	36_1	0000003471	LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	n/a	MLS	lincosamide antibiotic	antibiotic target alteration	DeepARG	chromosome	SRR12535150	SRR12535150
NODE_7_length_153350_cov_9.234410	0000000007	7_146	0000001212	EFRA	n/a	multidrug	fluoroquinolone antibiotic;macrolide antibiotic;rifamycin antibiotic	antibiotic efflux	DeepARG	chromosome	SRR12535150	SRR12535150
NODE_7_length_153350_cov_9.234410	0000000007	7_58	0000001124	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	SRR12535150	SRR12535150
NODE_9_length_149613_cov_7.779444	0000000009	9_86	0000001451	LNUA	n/a	MLS	lincosamide antibiotic	antibiotic inactivation	DeepARG	chromosome	SRR12535150	SRR12535150
NODE_11_length_119953_cov_14.111361	0000000011	11_53	0000002231	LNUA	n/a	MLS	lincosamide antibiotic	antibiotic inactivation	DeepARG	chromosome	SRR12535152	SRR12535152
NODE_17_length_97688_cov_13.691086	0000000017	17_58	0000002886	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	SRR12535152	SRR12535152
NODE_18_length_95323_cov_15.245777	0000000018	18_38	0000002975	LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	n/a	MLS	lincosamide antibiotic	antibiotic target alteration	DeepARG	chromosome	SRR12535152	SRR12535152
NODE_23_length_78589_cov_13.577286	0000000023	23_74	0000003428	EFRA	n/a	multidrug	fluoroquinolone antibiotic;macrolide antibiotic;rifamycin antibiotic	antibiotic efflux	DeepARG	chromosome	SRR12535152	SRR12535152
NODE_3_length_274121_cov_15.729881	0000000003	3_63	0000000788	VANRI	n/a	glycopeptide	glycopeptide antibiotic	antibiotic target alteration	DeepARG	chromosome	SRR12535152	SRR12535152
NODE_30_length_59966_cov_15.606177	0000000030	30_33	0000003859	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	SRR12535152	SRR12535152
NODE_57_length_13884_cov_12.591408	0000000057	57_4	0000004772	VANR	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	SRR12535152	SRR12535152
NODE_7_length_174323_cov_13.958174	0000000007	7_42	0000001644	TET(W/N/W)	n/a	tetracycline	tetracycline antibiotic	antibiotic target protection	DeepARG/RGI	chromosome	SRR12535152	SRR12535152
NODE_73_length_5856_cov_11.971025	0000000073	73_4	0000004941	APH(3')-IIIA	n/a	aminoglycoside	aminoglycoside antibiotic	antibiotic inactivation	DeepARG/RGI	chromosome	SRR12535152	SRR12535152
NODE_73_length_5856_cov_11.971025	0000000073	73_5	0000004942	SAT-4	n/a	nucleoside	nucleoside antibiotic	antibiotic inactivation	DeepARG/RGI	chromosome	SRR12535152	SRR12535152
NODE_73_length_5856_cov_11.971025	0000000073	73_6	0000004943	AAD(6)	n/a	aminoglycoside	aminoglycoside antibiotic	antibiotic inactivation	DeepARG/RGI	chromosome	SRR12535152	SRR12535152
NODE_93_length_1416_cov_26.051978	0000000093	93_2	0000005031	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	phage	SRR12535152	SRR12535152
c_000000000024	0000000024	24_57	0000000651	BCRA	n/a	bacitracin	peptide antibiotic	antibiotic efflux	DeepARG	chromosome	GCA_003433985_1_ASM343398v1_genomic	GCA_003433985
c_000000000057	0000000037	37_37	0000000945	ERMB	n/a	MLS	lincosamide antibiotic;macrolide antibiotic;streptogramin antibiotic	antibiotic target alteration	DeepARG/RGI	chromosome	GCA_003433985_1_ASM343398v1_genomic	GCA_003433985
c_000000000068	0000000038	38_6	0000001013	TETM	n/a	tetracycline	tetracycline antibiotic	antibiotic target protection	DeepARG/RGI	chromosome	GCA_003433985_1_ASM343398v1_genomic	GCA_003433985
c_000000000090	0000000059	59_12	0000002744	VANRI	n/a	glycopeptide	glycopeptide antibiotic	antibiotic target alteration	DeepARG	chromosome	GCA_003433985_1_ASM343398v1_genomic	GCA_003433985
c_000000000096	0000000065	65_11	0000003153	VANR	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	GCA_003433985_1_ASM343398v1_genomic	GCA_003433985
c_000000000106	0000000075	75_5	0000003434	VATE	n/a	MLS	streptogramin antibiotic	antibiotic inactivation	DeepARG	chromosome	GCA_003433985_1_ASM343398v1_genomic	GCA_003433985
c_000000000106	0000000075	75_60	0000003489	MTRD	n/a	multidrug	macrolide antibiotic;penam	antibiotic efflux	RGI	chromosome	GCA_003433985_1_ASM343398v1_genomic	GCA_003433985
c_000000000109	0000000078	78_12	0000003659	LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	n/a	MLS	lincosamide antibiotic	antibiotic target alteration	DeepARG	chromosome	GCA_003433985_1_ASM343398v1_genomic	GCA_003433985
c_000000000126	0000000095	95_2	0000004007	EFRA	n/a	multidrug	fluoroquinolone antibiotic;macrolide antibiotic;rifamycin antibiotic	antibiotic efflux	DeepARG	chromosome	GCA_003433985_1_ASM343398v1_genomic	GCA_003433985
c_000000000054	0000000031	31_28	0000001225	MTRD	n/a	multidrug	macrolide antibiotic;penam	antibiotic efflux	RGI	chromosome	GCA_003481775_1_ASM348177v1_genomic	GCA_003481775
c_000000000054	0000000031	31_83	0000001280	VATE	n/a	MLS	streptogramin antibiotic	antibiotic inactivation	DeepARG	chromosome	GCA_003481775_1_ASM348177v1_genomic	GCA_003481775
c_000000000062	0000000039	39_22	0000002031	ERMB	n/a	MLS	lincosamide antibiotic;macrolide antibiotic;streptogramin antibiotic	antibiotic target alteration	DeepARG/RGI	chromosome	GCA_003481775_1_ASM348177v1_genomic	GCA_003481775
c_000000000063	0000000040	40_39	0000002116	VANR	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	GCA_003481775_1_ASM348177v1_genomic	GCA_003481775
c_000000000070	0000000047	47_31	0000002659	VANRI	n/a	glycopeptide	glycopeptide antibiotic	antibiotic target alteration	DeepARG	chromosome	GCA_003481775_1_ASM348177v1_genomic	GCA_003481775
c_000000000077	0000000054	54_170	0000003124	LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	n/a	MLS	lincosamide antibiotic	antibiotic target alteration	DeepARG	chromosome	GCA_003481775_1_ASM348177v1_genomic	GCA_003481775
c_000000000088	0000000065	65_90	0000003545	TETM	n/a	tetracycline	tetracycline antibiotic	antibiotic target protection	DeepARG/RGI	chromosome	GCA_003481775_1_ASM348177v1_genomic	GCA_003481775
c_000000000112	0000000089	89_3	0000004150	EFRA	n/a	multidrug	fluoroquinolone antibiotic;macrolide antibiotic;rifamycin antibiotic	antibiotic efflux	DeepARG	chromosome	GCA_003481775_1_ASM348177v1_genomic	GCA_003481775
c_000000000121	0000000098	98_57	0000004257	BCRA	n/a	bacitracin	peptide antibiotic	antibiotic efflux	DeepARG	chromosome	GCA_003481775_1_ASM348177v1_genomic	GCA_003481775
NODE_1_length_435958_cov_14.035154	0000000001	1_366	0000000366	EFRA	n/a	multidrug	fluoroquinolone antibiotic;macrolide antibiotic;rifamycin antibiotic	antibiotic efflux	DeepARG	chromosome	SRR12535055	SRR12535055
NODE_13_length_145983_cov_12.762176	0000000013	13_1	0000002481	ACRD	n/a	aminoglycoside	aminoglycoside antibiotic	antibiotic efflux	RGI	chromosome	SRR12535055	SRR12535055
NODE_17_length_124243_cov_14.247269	0000000017	17_41	0000003027	LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	n/a	MLS	lincosamide antibiotic	antibiotic target alteration	DeepARG	chromosome	SRR12535055	SRR12535055
NODE_2_length_269720_cov_13.825938	0000000002	2_97	0000000501	VANR	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	SRR12535055	SRR12535055
NODE_29_length_35167_cov_12.429338	0000000029	29_29	0000003965	VATE	n/a	MLS	streptogramin antibiotic	antibiotic inactivation	DeepARG	chromosome	SRR12535055	SRR12535055
NODE_7_length_198399_cov_12.529197	0000000007	7_59	0000001573	BCRA	n/a	bacitracin	peptide antibiotic	antibiotic efflux	DeepARG	chromosome	SRR12535055	SRR12535055
NODE_8_length_191508_cov_15.008705	0000000008	8_13	0000001688	VANRI	n/a	glycopeptide	glycopeptide antibiotic	antibiotic target alteration	DeepARG	chromosome	SRR12535055	SRR12535055
c_000000000003	0000000003	3_160	0000000855	VANR	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	ambiguous (phage/chromosome)	CM06_79_S180	CM06_79
c_000000000005	0000000005	5_64	0000001087	LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	n/a	MLS	lincosamide antibiotic	antibiotic target alteration	DeepARG	chromosome	CM06_79_S180	CM06_79
c_000000000008	0000000008	8_90	0000001525	UGD	n/a	peptide	peptide antibiotic	antibiotic target alteration	DeepARG	chromosome	CM06_79_S180	CM06_79
c_000000000009	0000000009	9_68	0000001650	BRUCELLA SUIS MPRF	n/a	peptide	peptide antibiotic	antibiotic target alteration	RGI	ambiguous (phage/chromosome)	CM06_79_S180	CM06_79
c_000000000011	0000000011	11_56	0000001909	VANRI	n/a	glycopeptide	glycopeptide antibiotic	antibiotic target alteration	DeepARG	chromosome	CM06_79_S180	CM06_79
c_000000000019	0000000019	19_20	0000002799	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	n/a	unclassified	unclassified	-	DeepARG	chromosome	CM06_79_S180	CM06_79
c_000000000033	0000000033	33_22	0000003644	EFRB	n/a	multidrug	fluoroquinolone antibiotic;macrolide antibiotic;rifamycin antibiotic	antibiotic efflux	DeepARG	chromosome	CM06_79_S180	CM06_79
c_000000000033	0000000033	33_23	0000003645	EFRA	n/a	multidrug	fluoroquinolone antibiotic;macrolide antibiotic;rifamycin antibiotic	antibiotic efflux	DeepARG	chromosome	CM06_79_S180	CM06_79
c_000000000003	0000000003	3_208	0000000915	VANRI	n/a	glycopeptide	glycopeptide antibiotic	antibiotic target alteration	DeepARG	ambiguous (phage/chromosome)	CM2_11_S218	CM2_11
c_000000000005	0000000005	5_237	0000001606	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	n/a	unclassified	unclassified	-	DeepARG	chromosome	CM2_11_S218	CM2_11
c_000000000010	0000000010	10_49	0000002642	VANU	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	CM2_11_S218	CM2_11
c_000000000010	0000000010	10_62	0000002655	TETO	n/a	tetracycline	tetracycline antibiotic	antibiotic target protection	DeepARG/RGI	chromosome	CM2_11_S218	CM2_11
c_000000000016	0000000016	16_94	0000003640	UGD	n/a	peptide	peptide antibiotic	antibiotic target alteration	DeepARG	chromosome	CM2_11_S218	CM2_11
c_000000000017	0000000017	17_25	0000003669	EFRA	n/a	multidrug	fluoroquinolone antibiotic;macrolide antibiotic;rifamycin antibiotic	antibiotic efflux	DeepARG	chromosome	CM2_11_S218	CM2_11
c_000000000017	0000000017	17_26	0000003670	EFRB	n/a	multidrug	fluoroquinolone antibiotic;macrolide antibiotic;rifamycin antibiotic	antibiotic efflux	DeepARG	chromosome	CM2_11_S218	CM2_11
c_000000000018	0000000018	18_87	0000003850	LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	n/a	MLS	lincosamide antibiotic	antibiotic target alteration	DeepARG	ambiguous (phage/chromosome)	CM2_11_S218	CM2_11
c_000000000021	0000000021	21_18	0000003980	VANR	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	CM2_11_S218	CM2_11
c_000000000004	0000000004	4_135	0000001354	VANRI	n/a	glycopeptide	glycopeptide antibiotic	antibiotic target alteration	DeepARG	ambiguous (phage/chromosome)	CM2_20_S220	CM2_20
c_000000000005	0000000005	5_237	0000001799	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	n/a	unclassified	unclassified	-	DeepARG	chromosome	CM2_20_S220	CM2_20
c_000000000009	0000000009	9_125	0000002715	TETO	n/a	tetracycline	tetracycline antibiotic	antibiotic target protection	DeepARG/RGI	chromosome	CM2_20_S220	CM2_20
c_000000000009	0000000009	9_138	0000002728	VANU	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	CM2_20_S220	CM2_20
c_000000000012	0000000012	12_87	0000003186	LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	n/a	MLS	lincosamide antibiotic	antibiotic target alteration	DeepARG	ambiguous (phage/chromosome)	CM2_20_S220	CM2_20
c_000000000016	0000000016	16_94	0000003725	UGD	n/a	peptide	peptide antibiotic	antibiotic target alteration	DeepARG	chromosome	CM2_20_S220	CM2_20
c_000000000017	0000000017	17_25	0000003754	EFRA	n/a	multidrug	fluoroquinolone antibiotic;macrolide antibiotic;rifamycin antibiotic	antibiotic efflux	DeepARG	chromosome	CM2_20_S220	CM2_20
c_000000000017	0000000017	17_26	0000003755	EFRB	n/a	multidrug	fluoroquinolone antibiotic;macrolide antibiotic;rifamycin antibiotic	antibiotic efflux	DeepARG	chromosome	CM2_20_S220	CM2_20
c_000000000020	0000000020	20_18	0000003974	VANR	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	CM2_20_S220	CM2_20
c_000000000002	0000000002	2_176	0000001074	EFRB	n/a	multidrug	fluoroquinolone antibiotic;macrolide antibiotic;rifamycin antibiotic	antibiotic efflux	DeepARG	ambiguous (phage/chromosome)	CM6_01_S226	CM6_01
c_000000000002	0000000002	2_177	0000001075	EFRA	n/a	multidrug	fluoroquinolone antibiotic;macrolide antibiotic;rifamycin antibiotic	antibiotic efflux	DeepARG	ambiguous (phage/chromosome)	CM6_01_S226	CM6_01
c_000000000003	0000000003	3_169	0000001499	AADE	n/a	aminoglycoside	aminoglycoside antibiotic	-	DeepARG	ambiguous (phage/chromosome)	CM6_01_S226	CM6_01
c_000000000003	0000000003	3_295	0000001625	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	n/a	unclassified	unclassified	-	DeepARG	ambiguous (phage/chromosome)	CM6_01_S226	CM6_01
c_000000000006	0000000006	6_218	0000002503	TETO	n/a	tetracycline	tetracycline antibiotic	antibiotic target protection	DeepARG/RGI	ambiguous (phage/chromosome)	CM6_01_S226	CM6_01
c_000000000006	0000000006	6_231	0000002516	VANU	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	ambiguous (phage/chromosome)	CM6_01_S226	CM6_01
c_000000000006	0000000006	6_74	0000002359	LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	n/a	MLS	lincosamide antibiotic	antibiotic target alteration	DeepARG	ambiguous (phage/chromosome)	CM6_01_S226	CM6_01
c_000000000009	0000000009	9_135	0000003260	VANRI	n/a	glycopeptide	glycopeptide antibiotic	antibiotic target alteration	DeepARG	chromosome	CM6_01_S226	CM6_01
c_000000000014	0000000014	14_94	0000004181	UGD	n/a	peptide	peptide antibiotic	antibiotic target alteration	DeepARG	chromosome	CM6_01_S226	CM6_01
c_000000000015	0000000015	15_10	0000004195	VANR	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	CM6_01_S226	CM6_01
c_000000000002	0000000002	2_176	0000000955	EFRB	n/a	multidrug	fluoroquinolone antibiotic;macrolide antibiotic;rifamycin antibiotic	antibiotic efflux	DeepARG	ambiguous (phage/chromosome)	CM6_02_S227	CM6_02
c_000000000002	0000000002	2_177	0000000956	EFRA	n/a	multidrug	fluoroquinolone antibiotic;macrolide antibiotic;rifamycin antibiotic	antibiotic efflux	DeepARG	ambiguous (phage/chromosome)	CM6_02_S227	CM6_02
c_000000000003	0000000003	3_169	0000001380	AADE	n/a	aminoglycoside	aminoglycoside antibiotic	-	DeepARG	ambiguous (phage/chromosome)	CM6_02_S227	CM6_02
c_000000000003	0000000003	3_295	0000001506	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	n/a	unclassified	unclassified	-	DeepARG	ambiguous (phage/chromosome)	CM6_02_S227	CM6_02
c_000000000007	0000000007	7_218	0000002653	TETO	n/a	tetracycline	tetracycline antibiotic	antibiotic target protection	DeepARG/RGI	ambiguous (phage/chromosome)	CM6_02_S227	CM6_02
c_000000000007	0000000007	7_231	0000002666	VANU	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	ambiguous (phage/chromosome)	CM6_02_S227	CM6_02
c_000000000007	0000000007	7_74	0000002509	LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	n/a	MLS	lincosamide antibiotic	antibiotic target alteration	DeepARG	ambiguous (phage/chromosome)	CM6_02_S227	CM6_02
c_000000000009	0000000009	9_110	0000003115	VANRI	n/a	glycopeptide	glycopeptide antibiotic	antibiotic target alteration	DeepARG	chromosome	CM6_02_S227	CM6_02
c_000000000015	0000000015	15_94	0000004090	UGD	n/a	peptide	peptide antibiotic	antibiotic target alteration	DeepARG	chromosome	CM6_02_S227	CM6_02
c_000000000016	0000000016	16_10	0000004104	VANR	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	CM6_02_S227	CM6_02
c_000000000002	0000000002	2_176	0000000663	EFRB	n/a	multidrug	fluoroquinolone antibiotic;macrolide antibiotic;rifamycin antibiotic	antibiotic efflux	DeepARG	ambiguous (phage/chromosome)	CM6_04_S229	CM6_04
c_000000000002	0000000002	2_177	0000000664	EFRA	n/a	multidrug	fluoroquinolone antibiotic;macrolide antibiotic;rifamycin antibiotic	antibiotic efflux	DeepARG	ambiguous (phage/chromosome)	CM6_04_S229	CM6_04
