Gene ID	HMMER	Hotpep	DIAMOND	#ofTools	genome_name
NODE_21_length_95439_cov_14.212712_60	-	-	CBM50	1	SRR12535139
NODE_23_length_94614_cov_13.590028_33	-	-	GH1	1	SRR12535139
NODE_23_length_94614_cov_13.590028_38	-	-	GH170	1	SRR12535139
NODE_24_length_87226_cov_15.249555_57	-	-	GH3	1	SRR12535139
NODE_25_length_67397_cov_11.890114_54	-	-	GH23	1	SRR12535139
NODE_27_length_61157_cov_12.588710_64	-	-	GH130	1	SRR12535139
NODE_28_length_61114_cov_13.071425_35	-	-	CBM50	1	SRR12535139
NODE_29_length_58797_cov_12.601193_43	-	-	GH23	1	SRR12535139
NODE_32_length_52075_cov_15.038770_31	-	-	GT2	1	SRR12535139
NODE_32_length_52075_cov_15.038770_39	-	-	GH13_29	1	SRR12535139
NODE_36_length_42177_cov_11.283829_17	-	-	CBM50	1	SRR12535139
NODE_37_length_40894_cov_13.460372_11	-	-	GH152	1	SRR12535139
NODE_37_length_40894_cov_13.460372_16	-	-	CE0	1	SRR12535139
NODE_38_length_33845_cov_11.301352_10	-	-	GT9	1	SRR12535139
NODE_39_length_28112_cov_12.411792_2	-	-	GT4	1	SRR12535139
NODE_43_length_19439_cov_12.740835_2	-	-	GT1	1	SRR12535139
NODE_43_length_19439_cov_12.740835_12	-	-	GH23	1	SRR12535139
NODE_44_length_18366_cov_14.668841_11	-	-	GH13_23	1	SRR12535139
NODE_44_length_18366_cov_14.668841_13	-	-	GH13_31	1	SRR12535139
NODE_55_length_7412_cov_14.780782_2	-	-	GH38	1	SRR12535139
NODE_10_length_121452_cov_13.998352_107	GH1(7-467)	GH1(66)	GH1	3	SRR12535140
NODE_10_length_121452_cov_13.998352_49	GH1(2-466)	-	GH1	2	SRR12535140
NODE_10_length_121452_cov_13.998352_79	GH109(2-114)	-	-	1	SRR12535140
NODE_13_length_103129_cov_13.968806_21	GH1(5-456)	GH1(20)	GH1	3	SRR12535140
NODE_13_length_103129_cov_13.968806_92	GH13_20(34-324)	GH13(61)	GH13	3	SRR12535140
NODE_14_length_97204_cov_14.572298_36	CE10(378-630)	-	-	1	SRR12535140
NODE_14_length_97204_cov_14.572298_45	GH1(3-465)	GH1(19)	GH1	3	SRR12535140
NODE_15_length_92947_cov_14.285973_20	GH1(7-473)	GH1(11)	GH1	3	SRR12535140
NODE_15_length_92947_cov_14.285973_21	GH1(5-480)	GH1(11)	GH1	3	SRR12535140
NODE_16_length_92532_cov_13.859023_34	CBM48(21-104)+GH13_9(172-459)	GH13(20)+CBM48(6)	CBM48+GH13_9	3	SRR12535140
NODE_16_length_92532_cov_13.859023_41	GT2_Glycos_transf_2(8-168)	GT2(115)+GT4(135)	GT2	3	SRR12535140
NODE_16_length_92532_cov_13.859023_42	GT2_Glycos_transf_2(36-202)	GT2(83)+GT4(135)+GT8(43)	GT2	3	SRR12535140
NODE_16_length_92532_cov_13.859023_48	GT2_Glycos_transf_2(4-145)	GT2(18)	GT2	3	SRR12535140
NODE_16_length_92532_cov_13.859023_5	GH25(113-303)	GH25(33)	GH25	3	SRR12535140
NODE_16_length_92532_cov_13.859023_50	GT35(96-799)	GT35(1)	GT35	3	SRR12535140
NODE_16_length_92532_cov_13.859023_52	GH13_14(259-573)	GH13(10)+CBM25(3)+CBM41(5)+CBM48(16)+CBM68(1)	CBM48+GH13_14	3	SRR12535140
NODE_18_length_85757_cov_14.478127_38	GH1(11-480)	GH1(27)	GH1	3	SRR12535140
NODE_18_length_85757_cov_14.478127_56	GH1(3-459)	GH1(19)	GH1	3	SRR12535140
NODE_19_length_85318_cov_14.184550_49	GH112(6-717)	GH112(1)	GH112	3	SRR12535140
NODE_1_length_332518_cov_13.543399_106	GH112(6-720)	GH112(1)	GH112	3	SRR12535140
NODE_1_length_332518_cov_13.543399_243	CE9(4-375)	CE9(43)	CE9	3	SRR12535140
NODE_1_length_332518_cov_13.543399_52	GH4(4-181)	GH4(14)	GH4	3	SRR12535140
NODE_1_length_332518_cov_13.543399_55	CE9(7-369)	CE9(63)	CE9	3	SRR12535140
NODE_1_length_332518_cov_13.543399_67	CE4(240-369)	CE4(67)	CE4	3	SRR12535140
NODE_1_length_332518_cov_13.543399_68	CE4(241-356)	CE4(67)	CE4	3	SRR12535140
NODE_20_length_78471_cov_14.165195_14	GH1(3-456)	GH1(6)	GH1	3	SRR12535140
NODE_20_length_78471_cov_14.165195_16	GH38(3-254)	GH38(10)	GH38	3	SRR12535140
NODE_21_length_78131_cov_13.576099_23	CBM66(238-392)+GH32(525-832)+CBM66(1095-1257)	GH32(24)+CBM38(1)+CBM66(1)	CBM66+GH32	3	SRR12535140
NODE_21_length_78131_cov_13.576099_46	GH109(4-117)	-	-	1	SRR12535140
NODE_27_length_66315_cov_14.649393_18	GH1(7-477)	GH1(11)	GH1	3	SRR12535140
NODE_27_length_66315_cov_14.649393_41	GH13_29(25-368)	GH13(3)	GH13_29	3	SRR12535140
NODE_27_length_66315_cov_14.649393_46	CE4(44-150)	CE4(84)	CE4	3	SRR12535140
NODE_29_length_60136_cov_14.649519_47	GT5(3-475)	GT5(26)	GT5	3	SRR12535140
NODE_2_length_325284_cov_14.793340_13	GH1(7-480)	GH1(2)	GH1	3	SRR12535140
NODE_2_length_325284_cov_14.793340_132	CE9(6-365)	-	CE9	2	SRR12535140
NODE_2_length_325284_cov_14.793340_135	GT51(50-221)	GT51(13)	GT51	3	SRR12535140
NODE_2_length_325284_cov_14.793340_156	GH43_24(22-267)	GH43(91)	GH43_24	3	SRR12535140
NODE_2_length_325284_cov_14.793340_180	GH4(6-183)	GH4(2)	GH4	3	SRR12535140
NODE_2_length_325284_cov_14.793340_252	GH1(1-476)	GH1(57)	GH1	3	SRR12535140
NODE_2_length_325284_cov_14.793340_254	GH1(6-478)	GH1(11)	GH1	3	SRR12535140
NODE_2_length_325284_cov_14.793340_262	GH109(5-119)	-	-	1	SRR12535140
NODE_2_length_325284_cov_14.793340_313	GT2_Glycos_transf_2(5-150)	GT2(193)	GT2	3	SRR12535140
NODE_31_length_54780_cov_13.729786_38	GH4(7-187)	GH4(1)	GH4	3	SRR12535140
NODE_31_length_54780_cov_13.729786_52	GH73(288-404)	-	GH73	2	SRR12535140
NODE_34_length_50796_cov_12.784484_19	GH1(2-470)	GH1(1)	GH1	3	SRR12535140
NODE_36_length_49233_cov_12.805889_25	CE1(14-249)	-	-	1	SRR12535140
NODE_36_length_49233_cov_12.805889_44	GT51(45-213)	GT51(58)	GT51	3	SRR12535140
NODE_38_length_43443_cov_13.319166_26	CE10(420-660)	-	-	1	SRR12535140
NODE_3_length_257751_cov_14.841672_106	GH1(4-470)	GH1(11)	GH1	3	SRR12535140
NODE_3_length_257751_cov_14.841672_15	GH38(5-277)	-	GH38	2	SRR12535140
NODE_3_length_257751_cov_14.841672_151	GH1(2-474)	GH1(2)	GH1	3	SRR12535140
NODE_3_length_257751_cov_14.841672_152	GH1(2-486)	GH1(1)	GH1	3	SRR12535140
NODE_3_length_257751_cov_14.841672_187	GH1(1-372)	-	GH1	2	SRR12535140
NODE_3_length_257751_cov_14.841672_224	GH73(287-401)	GH73(56)	GH73	3	SRR12535140
NODE_46_length_33776_cov_12.165679_11	GT4(194-335)	-	-	1	SRR12535140
NODE_46_length_33776_cov_12.165679_20	GT4(226-375)	-	-	1	SRR12535140
NODE_46_length_33776_cov_12.165679_23	GT2_Glycos_transf_2(7-120)	-	-	1	SRR12535140
NODE_46_length_33776_cov_12.165679_28	GT2_Glycos_transf_2(7-138)	-	-	1	SRR12535140
NODE_46_length_33776_cov_12.165679_6	GH109(2-115)	-	-	1	SRR12535140
NODE_49_length_28115_cov_13.892275_24	GH1(7-257)	GH1(48)	-	2	SRR12535140
NODE_4_length_252560_cov_13.777022_130	GH77(9-469)	GH77(5)	GH77	3	SRR12535140
NODE_4_length_252560_cov_13.777022_131	GT35(81-751)	GT35(1)	GT35	3	SRR12535140
NODE_4_length_252560_cov_13.777022_217	CE10(27-276)	-	-	1	SRR12535140
NODE_4_length_252560_cov_13.777022_218	CE10(44-269)	-	-	1	SRR12535140
NODE_4_length_252560_cov_13.777022_219	GH32(9-308)	GH32(38)+CBM38(7)	GH32	3	SRR12535140
NODE_4_length_252560_cov_13.777022_228	GH1(3-458)	GH1(20)	GH1	3	SRR12535140
NODE_4_length_252560_cov_13.777022_63	CE4(91-224)	-	-	1	SRR12535140
NODE_52_length_23832_cov_13.136764_10	CE1(83-248)	-	-	1	SRR12535140
NODE_52_length_23832_cov_13.136764_13	CE4(243-358)	CE4(93)	CE4	3	SRR12535140
NODE_57_length_10107_cov_11.744088_3	GH1(7-465)	GH1(66)	GH1	3	SRR12535140
NODE_57_length_10107_cov_11.744088_8	GH1(8-474)	GH1(11)	GH1	3	SRR12535140
NODE_5_length_229907_cov_13.072478_220	GT51(73-270)	-	GT51	2	SRR12535140
NODE_5_length_229907_cov_13.072478_222	GT51(353-547)	-	GT51	2	SRR12535140
NODE_6_length_179243_cov_12.750581_102	CE4(222-356)	-	-	1	SRR12535140
NODE_6_length_179243_cov_12.750581_131	GH25(6-181)	GH25(88)	GH25	3	SRR12535140
NODE_6_length_179243_cov_12.750581_150	GT4(207-354)	GT4(55)	GT4	3	SRR12535140
NODE_6_length_179243_cov_12.750581_152	GT4(164-312)	GT4(42)	GT4	3	SRR12535140
NODE_6_length_179243_cov_12.750581_159	CE4(235-362)	-	CE4	2	SRR12535140
NODE_6_length_179243_cov_12.750581_18	GT28(189-344)	GT28(25)	GT28	3	SRR12535140
NODE_6_length_179243_cov_12.750581_92	GT4(228-370)	-	GT4	2	SRR12535140
NODE_6_length_179243_cov_12.750581_93	GT4(186-333)	-	GT4	2	SRR12535140
NODE_7_length_157018_cov_13.334105_132	CE6(54-145)	CE6(2)	CE0	3	SRR12535140
NODE_8_length_140848_cov_14.255335_113	GT14(3-255)	-	GT0	2	SRR12535140
NODE_8_length_140848_cov_14.255335_147	CE10(30-243)	-	-	1	SRR12535140
NODE_8_length_140848_cov_14.255335_153	GH1(10-478)	GH1(11)	GH1	3	SRR12535140
NODE_9_length_136758_cov_13.028529_48	GH1(5-486)	GH1(1)	GH1	3	SRR12535140
NODE_26_length_71405_cov_14.451893_7	-	GH0(66)	-	1	SRR12535140
NODE_44_length_35837_cov_14.791291_8	-	GH23(34)	GH23	2	SRR12535140
NODE_33_length_52253_cov_12.260868_13	-	GH23(34)+CBM50(145)	GH23	2	SRR12535140
NODE_47_length_30676_cov_15.948705_9	-	GH23(34)+CBM50(74)	GH23	2	SRR12535140
NODE_56_length_10933_cov_12.245882_10	-	GH23(100)	GH23	2	SRR12535140
NODE_2_length_325284_cov_14.793340_134	-	GH23(192)	-	1	SRR12535140
NODE_4_length_252560_cov_13.777022_220	-	GH32(46)	-	1	SRR12535140
NODE_7_length_157018_cov_13.334105_59	-	GH38(8)	-	1	SRR12535140
NODE_131_length_318_cov_0.340314_1	-	GT35(5)	-	1	SRR12535140
NODE_21_length_78131_cov_13.576099_28	-	CBM5(48)	-	1	SRR12535140
NODE_65_length_7334_cov_13.337866_4	-	CBM5(68)	-	1	SRR12535140
NODE_6_length_179243_cov_12.750581_39	-	CBM5(68)	-	1	SRR12535140
NODE_22_length_76372_cov_12.403567_41	-	CBM6(53)	-	1	SRR12535140
NODE_1_length_332518_cov_13.543399_79	-	-	CBM50	1	SRR12535140
NODE_1_length_332518_cov_13.543399_81	-	-	GH73	1	SRR12535140
NODE_1_length_332518_cov_13.543399_156	-	-	GH23	1	SRR12535140
NODE_1_length_332518_cov_13.543399_209	-	-	CBM50	1	SRR12535140
NODE_1_length_332518_cov_13.543399_216	-	-	GT2	1	SRR12535140
NODE_2_length_325284_cov_14.793340_72	-	-	GH13_11	1	SRR12535140
NODE_2_length_325284_cov_14.793340_102	-	-	GT58	1	SRR12535140
NODE_2_length_325284_cov_14.793340_174	-	-	GH84	1	SRR12535140
NODE_2_length_325284_cov_14.793340_179	-	-	GH4	1	SRR12535140
NODE_2_length_325284_cov_14.793340_217	-	-	GH13	1	SRR12535140
NODE_2_length_325284_cov_14.793340_230	-	-	GH170	1	SRR12535140
NODE_3_length_257751_cov_14.841672_254	-	-	GH23	1	SRR12535140
NODE_4_length_252560_cov_13.777022_125	-	-	CBM50+GH25	1	SRR12535140
NODE_4_length_252560_cov_13.777022_177	-	-	GH23	1	SRR12535140
NODE_5_length_229907_cov_13.072478_42	-	-	GH1	1	SRR12535140
NODE_5_length_229907_cov_13.072478_60	-	-	GT47	1	SRR12535140
NODE_5_length_229907_cov_13.072478_89	-	-	GT83	1	SRR12535140
NODE_5_length_229907_cov_13.072478_94	-	-	GT4	1	SRR12535140
NODE_5_length_229907_cov_13.072478_147	-	-	GH13	1	SRR12535140
NODE_5_length_229907_cov_13.072478_152	-	-	GH28	1	SRR12535140
NODE_5_length_229907_cov_13.072478_209	-	-	GT2	1	SRR12535140
NODE_6_length_179243_cov_12.750581_2	-	-	CBM0	1	SRR12535140
NODE_6_length_179243_cov_12.750581_54	-	-	GT4	1	SRR12535140
NODE_6_length_179243_cov_12.750581_80	-	-	GT2	1	SRR12535140
NODE_7_length_157018_cov_13.334105_79	-	-	GH5_11	1	SRR12535140
NODE_11_length_114656_cov_12.213439_18	-	-	CE0	1	SRR12535140
NODE_11_length_114656_cov_12.213439_25	-	-	GH152	1	SRR12535140
NODE_11_length_114656_cov_12.213439_42	-	-	GH73	1	SRR12535140
NODE_12_length_113914_cov_12.877060_52	-	-	GT2	1	SRR12535140
NODE_12_length_113914_cov_12.877060_91	-	-	GH13_30	1	SRR12535140
NODE_13_length_103129_cov_13.968806_3	-	-	GT30	1	SRR12535140
NODE_14_length_97204_cov_14.572298_26	-	-	CBM50	1	SRR12535140
NODE_14_length_97204_cov_14.572298_81	-	-	GH1	1	SRR12535140
NODE_15_length_92947_cov_14.285973_44	-	-	CBM50	1	SRR12535140
NODE_15_length_92947_cov_14.285973_70	-	-	GH13_31	1	SRR12535140
NODE_16_length_92532_cov_13.859023_33	-	-	GT2	1	SRR12535140
NODE_16_length_92532_cov_13.859023_37	-	-	GH25	1	SRR12535140
NODE_17_length_91671_cov_13.848816_19	-	-	GH23	1	SRR12535140
NODE_17_length_91671_cov_13.848816_71	-	-	GH23	1	SRR12535140
NODE_21_length_78131_cov_13.576099_15	-	-	GH1	1	SRR12535140
NODE_21_length_78131_cov_13.576099_20	-	-	GH170	1	SRR12535140
NODE_27_length_66315_cov_14.649393_31	-	-	GT2	1	SRR12535140
NODE_27_length_66315_cov_14.649393_42	-	-	GH13_29	1	SRR12535140
NODE_28_length_60947_cov_14.352992_9	-	-	GH3	1	SRR12535140
NODE_28_length_60947_cov_14.352992_29	-	-	GT0	1	SRR12535140
NODE_28_length_60947_cov_14.352992_45	-	-	GH23	1	SRR12535140
NODE_29_length_60136_cov_14.649519_49	-	-	CBM48+GH13_9	1	SRR12535140
NODE_30_length_56527_cov_12.939911_42	-	-	GH130	1	SRR12535140
NODE_31_length_54780_cov_13.729786_17	-	-	GT1	1	SRR12535140
NODE_31_length_54780_cov_13.729786_47	-	-	CBM50	1	SRR12535140
NODE_33_length_52253_cov_12.260868_14	-	-	GH23	1	SRR12535140
NODE_33_length_52253_cov_12.260868_41	-	-	GH23	1	SRR12535140
NODE_33_length_52253_cov_12.260868_61	-	-	GH23	1	SRR12535140
NODE_38_length_43443_cov_13.319166_1	-	-	GH23	1	SRR12535140
NODE_39_length_41544_cov_14.236111_1	-	-	GH23	1	SRR12535140
NODE_40_length_40924_cov_12.841508_18	-	-	GH28	1	SRR12535140
NODE_40_length_40924_cov_12.841508_21	-	-	GH13	1	SRR12535140
NODE_42_length_36922_cov_14.428482_11	-	-	GH13_23	1	SRR12535140
NODE_42_length_36922_cov_14.428482_13	-	-	GH13_31	1	SRR12535140
NODE_43_length_36281_cov_14.529208_32	-	-	GH23	1	SRR12535140
NODE_44_length_35837_cov_14.791291_9	-	-	GH23	1	SRR12535140
NODE_46_length_33776_cov_12.165679_9	-	-	GT4	1	SRR12535140
NODE_51_length_24325_cov_13.512894_1	-	-	GH23	1	SRR12535140
NODE_53_length_21355_cov_11.884351_1	-	-	GH23	1	SRR12535140
NODE_64_length_7387_cov_15.283058_2	-	-	GH38	1	SRR12535140
NODE_66_length_7323_cov_17.391051_2	-	-	GH23	1	SRR12535140
NODE_68_length_6432_cov_16.690087_1	-	-	GH23	1	SRR12535140
NODE_74_length_4111_cov_15.164910_1	-	-	GH23	1	SRR12535140
NODE_10_length_158910_cov_17.057147_112	GH1(2-466)	GH1(1)	GH1	3	SRR12535141
NODE_10_length_158910_cov_17.057147_22	GH1(7-467)	GH1(66)	GH1	3	SRR12535141
NODE_10_length_158910_cov_17.057147_82	GH109(2-114)	-	-	1	SRR12535141
NODE_11_length_141099_cov_18.830832_14	GH1(3-471)	-	GH1	2	SRR12535141
NODE_11_length_141099_cov_18.830832_48	GH1(4-176)	GH1(27)	-	2	SRR12535141
NODE_11_length_141099_cov_18.830832_49	GH1(2-256)	GH1(45)	-	2	SRR12535141
NODE_11_length_141099_cov_18.830832_50	GH1(2-474)	-	GH1	2	SRR12535141
NODE_11_length_141099_cov_18.830832_94	GH1(4-470)	GH1(1)	GH1	3	SRR12535141
NODE_12_length_129494_cov_19.538839_121	GT14(3-255)	-	GT0	2	SRR12535141
NODE_12_length_129494_cov_19.538839_75	GH1(6-257)	GH1(48)	-	2	SRR12535141
NODE_12_length_129494_cov_19.538839_87	CE10(30-243)	-	-	1	SRR12535141
NODE_13_length_119714_cov_15.487444_86	GH1(2-470)	GH1(1)	GH1	3	SRR12535141
NODE_14_length_117347_cov_18.214545_48	GH1(11-480)	GH1(27)	GH1	3	SRR12535141
NODE_14_length_117347_cov_18.214545_66	GH1(3-459)	GH1(19)	GH1	3	SRR12535141
NODE_16_length_101272_cov_18.353621_13	GH13_29(25-368)	GH13(3)	GH13_29	3	SRR12535141
NODE_16_length_101272_cov_18.353621_33	GH1(6-477)	GH1(11)	GH1	3	SRR12535141
NODE_16_length_101272_cov_18.353621_8	CE4(44-150)	CE4(84)	CE4	3	SRR12535141
NODE_16_length_101272_cov_18.353621_95	GH38(5-277)	-	GH38	2	SRR12535141
NODE_17_length_95536_cov_18.560062_34	CE10(378-630)	-	-	1	SRR12535141
NODE_17_length_95536_cov_18.560062_42	GH1(3-466)	GH1(19)	GH1	3	SRR12535141
NODE_18_length_79867_cov_17.788939_27	GH109(4-117)	-	-	1	SRR12535141
NODE_18_length_79867_cov_17.788939_51	CBM66(238-392)+GH32(525-832)+CBM66(1095-1257)	GH32(24)+CBM38(1)+CBM66(1)	CBM66+GH32	3	SRR12535141
NODE_19_length_77218_cov_19.086352_38	GT5(3-475)	GT5(26)	GT5	3	SRR12535141
NODE_1_length_443464_cov_16.764089_10	GH1(5-486)	GH1(1)	GH1	3	SRR12535141
NODE_1_length_443464_cov_16.764089_106	GT51(353-547)	-	GT51	2	SRR12535141
NODE_1_length_443464_cov_16.764089_108	GT51(73-270)	-	GT51	2	SRR12535141
NODE_20_length_67002_cov_17.412501_15	CE4(235-362)	-	CE4	2	SRR12535141
NODE_20_length_67002_cov_17.412501_22	GT4(164-312)	GT4(42)	GT4	3	SRR12535141
NODE_20_length_67002_cov_17.412501_24	GT4(207-353)	GT4(55)	GT4	3	SRR12535141
NODE_20_length_67002_cov_17.412501_42	GH25(6-181)	GH25(88)	GH25	3	SRR12535141
NODE_22_length_46239_cov_15.059355_12	GT2_Glycos_transf_2(5-127)	-	GT2	2	SRR12535141
NODE_22_length_46239_cov_15.059355_24	GT2_Glycos_transf_2(6-160)	-	GT2	2	SRR12535141
NODE_22_length_46239_cov_15.059355_25	GT2_Glycos_transf_2(7-111)	-	GT2	2	SRR12535141
NODE_22_length_46239_cov_15.059355_26	GT4(206-350)	-	GT4	2	SRR12535141
NODE_22_length_46239_cov_15.059355_28	GT2_Glycos_transf_2(11-169)	-	GT2	2	SRR12535141
NODE_22_length_46239_cov_15.059355_29	GT4(207-346)	GT4(191)	GT4	3	SRR12535141
NODE_22_length_46239_cov_15.059355_7	GH25(105-175)	GH25(49)	GH25	3	SRR12535141
NODE_28_length_23567_cov_17.234258_12	CE1(83-248)	-	-	1	SRR12535141
NODE_28_length_23567_cov_17.234258_9	CE4(243-359)	CE4(93)	CE4	3	SRR12535141
NODE_2_length_345102_cov_18.184758_141	GH1(7-473)	GH1(11)	GH1	3	SRR12535141
NODE_2_length_345102_cov_18.184758_142	GH1(5-480)	GH1(11)	GH1	3	SRR12535141
NODE_2_length_345102_cov_18.184758_252	GH13_14(259-573)	GH13(10)+CBM25(3)+CBM41(5)+CBM48(16)+CBM68(1)	CBM48+GH13_14	3	SRR12535141
NODE_2_length_345102_cov_18.184758_254	GT35(96-799)	GT35(1)	GT35	3	SRR12535141
NODE_2_length_345102_cov_18.184758_256	GT2_Glycos_transf_2(4-145)	GT2(18)	GT2	3	SRR12535141
NODE_2_length_345102_cov_18.184758_262	GT2_Glycos_transf_2(36-202)	GT2(83)+GT4(135)+GT8(43)	GT2	3	SRR12535141
NODE_2_length_345102_cov_18.184758_263	GT2_Glycos_transf_2(8-168)	GT2(115)+GT4(135)	GT2	3	SRR12535141
NODE_2_length_345102_cov_18.184758_270	CBM48(21-104)+GH13_9(172-459)	GH13(20)+CBM48(6)	CBM48+GH13_9	3	SRR12535141
NODE_2_length_345102_cov_18.184758_298	GH25(113-303)	GH25(33)	GH25	3	SRR12535141
NODE_3_length_334808_cov_18.933145_150	GH4(6-183)	GH4(2)	GH4	3	SRR12535141
NODE_3_length_334808_cov_18.933145_16	GT2_Glycos_transf_2(5-150)	GT2(193)	GT2	3	SRR12535141
NODE_3_length_334808_cov_18.933145_174	GH43_24(22-267)	GH43(91)	GH43_24	3	SRR12535141
NODE_3_length_334808_cov_18.933145_196	GT51(50-221)	GT51(13)	GT51	3	SRR12535141
NODE_3_length_334808_cov_18.933145_200	CE9(6-365)	-	CE9	2	SRR12535141
NODE_3_length_334808_cov_18.933145_322	GH1(7-480)	GH1(2)	GH1	3	SRR12535141
NODE_3_length_334808_cov_18.933145_67	GH109(5-119)	-	-	1	SRR12535141
NODE_3_length_334808_cov_18.933145_75	GH1(6-478)	GH1(7)	GH1	3	SRR12535141
NODE_3_length_334808_cov_18.933145_77	GH1(1-476)	GH1(57)	GH1	3	SRR12535141
NODE_4_length_270462_cov_18.404772_11	GH73(287-401)	GH73(56)	GH73	3	SRR12535141
NODE_4_length_270462_cov_18.404772_153	GH38(3-254)	GH38(10)	GH38	3	SRR12535141
NODE_4_length_270462_cov_18.404772_155	GH1(3-456)	GH1(6)	GH1	3	SRR12535141
NODE_5_length_259691_cov_17.546228_105	GH4(4-181)	GH4(14)	GH4	3	SRR12535141
NODE_5_length_259691_cov_17.546228_108	CE9(7-369)	CE9(63)	CE9	3	SRR12535141
NODE_5_length_259691_cov_17.546228_119	CE4(240-369)	CE4(67)	CE4	3	SRR12535141
NODE_5_length_259691_cov_17.546228_120	CE4(241-356)	CE4(67)	CE4	3	SRR12535141
NODE_5_length_259691_cov_17.546228_158	GH112(6-720)	GH112(1)	GH112	3	SRR12535141
NODE_5_length_259691_cov_17.546228_210	CE10(27-276)	-	-	1	SRR12535141
NODE_5_length_259691_cov_17.546228_211	CE10(44-269)	-	-	1	SRR12535141
NODE_5_length_259691_cov_17.546228_212	GH32(9-308)	GH32(38)+CBM38(7)	GH32	3	SRR12535141
NODE_5_length_259691_cov_17.546228_221	GH1(3-458)	GH1(20)	GH1	3	SRR12535141
NODE_5_length_259691_cov_17.546228_8	GH13_20(34-324)	GH13(61)	GH13	3	SRR12535141
NODE_6_length_249718_cov_16.321358_101	GH1(2-483)	GH1(1)	GH1	3	SRR12535141
NODE_6_length_249718_cov_16.321358_147	GT28(189-344)	GT28(25)	GT28	3	SRR12535141
NODE_6_length_249718_cov_16.321358_218	GT2_Glycos_transf_2(21-168)	-	GT2	2	SRR12535141
NODE_6_length_249718_cov_16.321358_220	GT4(187-298)	-	GT4	2	SRR12535141
NODE_6_length_249718_cov_16.321358_221	GT4(187-337)	-	GT4	2	SRR12535141
NODE_6_length_249718_cov_16.321358_232	CE4(222-356)	-	-	1	SRR12535141
NODE_6_length_249718_cov_16.321358_25	CE1(14-249)	-	-	1	SRR12535141
NODE_6_length_249718_cov_16.321358_6	GT51(45-213)	GT51(58)	GT51	3	SRR12535141
NODE_7_length_239212_cov_17.089566_101	CE6(54-145)	CE6(2)	CE0	3	SRR12535141
NODE_7_length_239212_cov_17.089566_30	GH73(288-404)	-	GH73	2	SRR12535141
NODE_7_length_239212_cov_17.089566_44	GH4(7-187)	GH4(1)	GH4	3	SRR12535141
NODE_8_length_232298_cov_17.481188_111	GH112(6-717)	GH112(1)	GH112	3	SRR12535141
NODE_8_length_232298_cov_17.481188_66	CE10(421-660)	-	-	1	SRR12535141
NODE_9_length_205923_cov_17.144295_151	CE4(91-224)	-	-	1	SRR12535141
NODE_9_length_205923_cov_17.144295_4	CE9(4-375)	CE9(43)	CE9	3	SRR12535141
NODE_9_length_205923_cov_17.144295_83	GT35(81-751)	GT35(1)	GT35	3	SRR12535141
NODE_9_length_205923_cov_17.144295_84	GH77(9-469)	GH77(5)	GH77	3	SRR12535141
NODE_2_length_345102_cov_18.184758_16	-	GH0(66)	-	1	SRR12535141
NODE_10_length_158910_cov_17.057147_51	-	GH23(34)	GH23	2	SRR12535141
NODE_3_length_334808_cov_18.933145_197	-	GH23(192)	-	1	SRR12535141
NODE_5_length_259691_cov_17.546228_213	-	GH32(46)	-	1	SRR12535141
NODE_7_length_239212_cov_17.089566_174	-	GH38(8)	-	1	SRR12535141
NODE_18_length_79867_cov_17.788939_46	-	CBM5(48)	-	1	SRR12535141
NODE_29_length_14747_cov_16.941108_5	-	CBM5(68)	-	1	SRR12535141
NODE_6_length_249718_cov_16.321358_166	-	CBM5(68)	-	1	SRR12535141
NODE_1_length_443464_cov_16.764089_119	-	-	GT2	1	SRR12535141
NODE_1_length_443464_cov_16.764089_178	-	-	GH28	1	SRR12535141
NODE_1_length_443464_cov_16.764089_183	-	-	GH13	1	SRR12535141
NODE_1_length_443464_cov_16.764089_235	-	-	GT4	1	SRR12535141
NODE_1_length_443464_cov_16.764089_240	-	-	GT83	1	SRR12535141
NODE_1_length_443464_cov_16.764089_269	-	-	GT47	1	SRR12535141
NODE_1_length_443464_cov_16.764089_287	-	-	GH1	1	SRR12535141
NODE_1_length_443464_cov_16.764089_379	-	-	GT2	1	SRR12535141
NODE_1_length_443464_cov_16.764089_415	-	-	GH13_30	1	SRR12535141
NODE_2_length_345102_cov_18.184758_164	-	-	CBM50	1	SRR12535141
NODE_2_length_345102_cov_18.184758_202	-	-	GH13_31	1	SRR12535141
NODE_2_length_345102_cov_18.184758_267	-	-	GH25	1	SRR12535141
NODE_2_length_345102_cov_18.184758_271	-	-	GT2	1	SRR12535141
NODE_3_length_334808_cov_18.933145_99	-	-	GH170	1	SRR12535141
NODE_3_length_334808_cov_18.933145_112	-	-	GH13	1	SRR12535141
NODE_3_length_334808_cov_18.933145_151	-	-	GH4	1	SRR12535141
NODE_3_length_334808_cov_18.933145_156	-	-	GH84	1	SRR12535141
NODE_3_length_334808_cov_18.933145_230	-	-	GT58	1	SRR12535141
NODE_3_length_334808_cov_18.933145_253	-	-	GH13_11	1	SRR12535141
NODE_4_length_270462_cov_18.404772_213	-	-	GH23	1	SRR12535141
NODE_4_length_270462_cov_18.404772_234	-	-	GH3	1	SRR12535141
NODE_5_length_259691_cov_17.546228_90	-	-	GT30	1	SRR12535141
NODE_5_length_259691_cov_17.546228_131	-	-	CBM50	1	SRR12535141
NODE_5_length_259691_cov_17.546228_133	-	-	GH73	1	SRR12535141
